label,text
anger,Never really had the experience just yet - N/A.
sadness,"This occurred when my girlfriend and I have to finish our à relationship due to some circumstances between her and her à family. I was really sad, hurt and couldn't really find any à reason why am I still living. Is this life is all about ? This à was one of few question which crept up vividly every time I à thought about what had happened."
disgust,I'm very disgusted when I see people abusing their body with à drugs and alcohol. They take advantage of these things usually à for an excuse for the fantasies which they like and so they do à things stupidly and unjustly.
shame,NO RESPONSE.
guilt,This I experienced when going around with more than one girl.
joy,"Letting Jesus take control of my emotions i.e., ill feeling."
fear,Had fear of losing husband.
anger,When present boyfriend's mother approached my parents and self - à to leave her son alone - as she did not want me for a future à daughter-in-law.
sadness,When boyfriend could not stand up to his mother or for himself.
disgust,"Disgusted with boyfriend's mother - her overpowering, à over-protecting and selfish attitudes."
shame,When ditched - divorced by husband.
guilt,When I had to lie about my age to be accepted as a member of a à group.
joy,My cousin asked me to be a bridesmaid for her. This made really à happy because I was adopted into the family and her asking me à made me realise that she saw me as a cousin and not just another à person. There were other cousins she could have asked but she à asked me.
fear,That if ever I was really naughty I would be sent away from my à Mum and Dad to another family. I was fostered from age 5 and à didn't get to Mum and Dad until I was 6 and then legally adopted à at 14.
anger,(1) My father died. (2) My natural father contacted me a year à after my father died and this angered me more as I thought he à should be dead and not my father.
sadness,My father died. I was away at the time and did not know until two à days after.
disgust,A child told me she had been sexually abused by her step-father. à I only knew the child and had not come into contact with either à parent. I tried to do what was best for the child. The event and à the stepfather disgusted me.
shame,"When my natural parents name would show up on papers and not my, à what I call real name."
guilt,I lied to my mother in the sixth form she said she would ring to à find out and I had to tell her I had lied.
joy,Joy at meeting a woman I love very much.
fear,When approached by a gang of youths in town at night.
anger,"When a man, a stranger to me, personally insulted a close woman à friend of mine in public."
sadness,After my father died suddenly of a heart attack.
disgust,When a man spoke very sexistly in the company of some friends of à mine.
shame,When I went to explain to a lecturer whom I liked that the work à expected of me was not going to be in.
guilt,When I masturbated in my room.
joy,"When my lover and I felt like we had gone full circle. And our à relationship was new, fresh, vital etc. once again."
fear,"My daughter was 2 yrs she went up to a colt tried to hit it. It à turned on her and kicked her over the heart, sent her flying à through the air. I left my mother and sister to deal to her as à they are nurses. I felt I didn't want to know if she was going to à die, it was just too much."
anger,"My anger is with men, their inability to be human (not all men)."
sadness,"The saddest I've ever been was when my lover was killed, à hitch-hiking to work."
disgust,With the N.Z. Rugby Union wanting to send the All Blacks to South à Africa.
shame,"That my brother and father are into alcohol, two men with à priviledge. Not using it positively."
guilt,"When I betrayed my lover, she told me something in confidence, I à felt at the time I had to relay the information back to the à person concerned, as I felt the situation volitile, did this à without telling my lover, she felt like piggy in the middle, as à she was not directly concerned. Maybe you could call it gossip I à felt different after I had slept on it. If I had waited, thought, à NOW I would not have done it."
joy,"A good friend, the wife of the vicar of my church came up to me à from the pews (I am in the choir) and shook my hand during the à time for an informal ""greeting"" in the church service. She said a à few words."
fear,"I walked up the main street of Auckland at 10 o'clock at night. I à expected it to be very active with people, gangs, fast cars etc, à thought it was actually quite quiet, though also oppressive. I à walked about half a mile and bought a drink along the way."
anger,Someone in my family (my brother I suspected) ate a bun which I à had made for myself. It was during a long telephone call after I à had just made it and put it in the oven warming drawer.
sadness,"Sitting in a bus, I heard behind, the voice of a girl I was à friendly with. After her talking for some time with another girl à I decided it wasn't her in fact that someone miming her, which it à was when I finally looked. I was talking to a friend at the time."
disgust,Having moved into a flat within the last week I felt some disgust à that a bathroom tap had been left to drip with a faulty fawcet.
shame,"I criticised an action of my mother and for the first time she à genuinely took notice of it. I felt shame that I was almost à taking the part of a husband, or at least an equal which I should à not."
guilt,"I felt that I contributed to a possible rift in the relationship à between a boy and girl soon to be married, in my flat after I à moved in. After stating my celibacy to him which she overheard à and didn't previously know about I suspect."
joy,"My friend replying to my letter and again saying he was attracted à to me and suggesting we write, talk and get together and see how à things went and his suggestion that I could ring and doing that it à was really good - though really insane conversation."
fear,"Being sexually assaulted (not rape, but passionate kissing) by a à friend's father - he stopped when he was driving me home. I à hadn't wanted the lift, had refused 3 times, and then felt it'd à be rude to refuse again. Was really afraid of what he might do."
anger,"I live by myself and a few weeks ago was woke by a man on the end à of my bed coming up my bed at me. I was really angry, told him to à get out. He was surprised, hesitated; I started to move towards à him and he backed off - kept telling him - loudly, but firmly to à go. Because I'd got the initiative, I succeeded. A very powerful à message."
sadness,"When my grandmother died - I wasn't sad so much that she'd died à because she was old, but because she lived in the last few years à in an old people's home and had nothing very much that was hers - à no chair, or private space, and when I went to visit she would be à sitting in the ""lliving"" room the TV room. It was hopeless. And I à felt awkward so I didn't go and I was sad 'cos how I couldn't."
anger,"When during a social evening with my father, brother, sister, à close friend and my father's 2nd wife - I had an argument with my à father, who abused my friend who was sticking up for me."
sadness,When the girl whom I have lusted after expressed reciprocal à feelings and then days later changed her mind.
disgust,When a close friend wilfully cheated me.
shame,While intoxicated I invaded someone's (a girl's) personal space à to a large extent.
guilt,While intoxicated I damaged my sister's car in a minor way and à someone elses in a minor way.
joy,Girlfriend arriving back from overseas and picking her up from à airport. When she finally appeared from customs and we came in à contact again.
fear,Fear of punishment for having broken an item of value to my à parents.
anger,That a friend had been badly beaten and stabbed many times and à the person that did it got away without any punishment from the à law.
sadness,The death of an animal we had reared.
disgust,Finding that a girlfriend of mine was a prostitute and had been à seeing many others during our relationship.
shame,Not having owned up to the responsibility an incident where à family car received minor damage.
guilt,"Had started a relationship and did nothing to keep it up, partly à the use of another person."
joy,The feeling of joy when again I had confessed my sin and à experienced God's forgiving grace and cleansing power - total à enlightenment and freedome - bliss.
fear,"Riding through a bush fire on an island of Australia - on a à pushbike as a little boy - all alone, lost and surrounded by à smouldering wood and flame."
anger,"When bicycling along, a courier van started to tail me very close à - I sped up and moved over and he just did the same. I reacted à violently, much physical responding in the dangerous situation."
sadness,My cat was sick and I had to take him to the vet to be put down - à no one else there to do it.
disgust,When someone I had had a relationship (purely sexual) with came à up to me after I had used her and acted as if nothing had à changed.
shame,When a close friend entrusted me with a secret and I let the cat à out of the bag.
guilt,Making a sexual pass at my cousin with whom I have a very close à personal relationship.
joy,First time I slept with my present girlfriend. Had been best à friends for a year but had been hesitant about getting involved à emotionally.
fear,Waiting for a taxi - when within 1/2 an hour two separate people à challenged me to fight for no apparent reason except they were à drunk.
anger,Deliberately provoked by someone close. Angered by the à deliberation not the provocation.
sadness,My girlfriend let me down badly 3 times in one week. These à instances summed up all the negative aspects of our relationship à which at the time seemed doomed to fail.
disgust,A close friend took part in a racist violent action.
shame,Cannot recall the emotion with any force.
guilt,Slept with someone close to my girlfriend and myself.
joy,"Hearing that I had been successful in getting a position whereby à my financial, physical, spiritual and emotional needs will be à well catered for. This position fulfils a lot of my aims for the à last five years of my life."
fear,"When I decided to leave my steady, secure employment to come to à university. Because I didn't know if I could cope with all the à requirements of study and also being older I didn't know if I à would enjoy mixing with younger people, also financial à insecurity."
anger,When a close friend failed to live up to the expectations I had à of him - thereby causing pain to his spouse. I believe that my à anger was probably a reaction of fear that I wouldn't be able to à live up to my own expectations.
sadness,"Departure of a very close friend - for a long stay overseas, à sharing in the sorrow of her parents who were left behind."
disgust,I get disgusted with the inherent racist attitudes of my à brother-in-law in putting down various ethnic groups and also my à unwillingness to challenge him about these attitudes in order to à keep the peace.
shame,My failure to provide the appropriate emotional/spiritual level à to a sexual relationship that had a large physical content. Born à out of inconsistency with my personal beliefs and value shame at à largely using this sexual partner.
guilt,When I deliberately engineered a situation to cause tension à between friends so as to bolster the impression one of them had à of me !
joy,Hearing Fran Wilde introduce the Bill.
fear,Being harrassed for being gay; suggestions of being physically à beaten - acting as informal bouncer in a gay bar.
anger,Landlord putting up rents sneakly and slimily.
sadness,Listening and watching a tape of someone with AIDS being à prejudiced against at a counselling course on AIDS with 20 à others.
disgust,Hearing Norman Jones get hysterical in Parliament about law à reform (on the radio - listening with 2 others).
shame,Watching Muldoon act as my P.M.
guilt,"Adolescent guilt growing up feeling ""bad, immoral"" sexual à desires, some 10yrs ago."
joy,Won a prize for effort.
fear,Assaulted by drunken neighbour.
anger,I was playing in a football tournament and saw the rules openly à disregarded.
sadness,Death of brother.
disgust,Reading literature on AIDS/homosexuality.
shame,I am ashamed at myself sometimes when I am working with à handicapped people and don't wish to be seen in public with them.
guilt,I was late meeting someone for an appointment.
joy,"I was feeling really low - had been a series of fights with my à siblings, been under pressure at school and wasn't going to the à party I wanted to go - instead I was going out with my family. A à guy called and said, in effect, that I was ""nice"" and he liked à me. Hence the emotional joy."
fear,I was watching a movie alone - it was a horror movie. The music à was a deep pulsing type - not really music. And a light flashed à on and off. It was in the complete darkness of a movie theatre à that was almost empty.
anger,"My sister and I were fighting as usual. She's older tham I am, à bigger built and stronger I couldn't win in a physical battle and à in a verbal battle I couldn't seem to get through to her to à really hurt her."
sadness,"My paternal grandmother had died. We weren't close but she was à blood. I didn't cry but I was sad, partly due to her death and à partly I think, due to the fact that I couldn't/didn't cry."
disgust,My older sister used to pick on my brothers and sisters all of à whom were younger than her. On one occasion my brother did à something my sister didn't like. A full-scale battle began.
shame,"My first real experience with a boy. We were alone. I was quite à young and pretty naive and he was pretty crude and real, sort of, à macho. It was dark, at night during the summer and we were à talking."
guilt,I was using my sister's stereo while everyone was out. I know she à wouldn't want me to and I would get into trouble if she found à out. But she was only partly justified in forbidding me to use à it. She never found out.
joy,Winning a rowing race at a Karapiro regatta. With 7 other à friends.
fear,"Being alone in Europe and having to catch a train and bus to the à airport, then board the plane alone."
anger,At school teacher for not allowing us to go out on New Year's Eve à when on a class trip overseas.
sadness,I was in a car accident on the way back from a weekend rowing à regatta we'd won. 5 others were in the car. I thought I'd never à be able to row again.
disgust,Our boarder burping after meals !
shame,Felt ashamed when in a group conversation and could not à understand words or comprehend the topic of discussion.
guilt,Guilty when I hadn't walked my dog for quite a few days and had à given her no attention.
joy,When I won a position on the track-team for the trans-tasman à games when I was eleven.
fear,When I was jumped by three men in a deserted area.
anger,Once a person in authority (school teacher) was telling blatant à lies about me and the headmistress would not let me defend à myself. She was also telling lies about other members of my à family.
sadness,When my mother died.
disgust,When somebody who had been a bully and had acted cruelly to à others who were unable to defend themselves was taken down a few à notches and he began to grovel. I was disgusted with his à grovelling and the manner in which he had treated others.
shame,When I was twelve I was babysitting some children but I did not à act very responsibly and one of them was injured.
guilt,When something went wrong for me I lashed out at someone else à whom I loved and who was not in any way responsible for what had à happened (my sister).
joy,Easter holiday - I had been working weekends and had just left.
fear,Haven't been frightened for ages.
anger,I visited a special education school. The headmaster applied a à policy of strict positive - negative reinforcement to the à children involved. Children who measured up to his standards were à made a fuss of - children who didn't were ignored.
sadness,I felt sad with the two situations I described before. The cat à and the school. Sadness was intermingled with the other feelings.
disgust,"Next door nieghbour ran over his cat in driveway, he tried to à finish it off with a flat shovel. I would have taken cat to à veterinary to either kill humanely or cure."
shame,Haven't felt shame for ages.
guilt,"I borrowed a friend's books and forgot I had them, she asked for à them back and I told her I didn't have them. I duly found and à returned them."
joy,"Getting my kitten, found at work several years ago, taking him à home in a box on my motorbike, showing it to my defacto."
fear,Obscene phone call where the person knew my name.
anger,At work being shifted to another area.
sadness,"Enrolling at varsity, being told I couldn't get in to certain à papers."
disgust,Noticing my flat had maggotts !
shame,"A serious drug error while nursing that I knew I was responsible à for (patient lived, no complications fortunately)."
guilt,Forgot to turn up on prescribed day for jury service.
joy,When I was finally able to return to a job that I enjoyed doing à after several months absence (I was not needed during this time).
fear,When I was attacked by a teenage boy and had my wallet stolen.
anger,Someone who was speeding was forced to slow down when I pulled à out onto the road and proceeded to abuse me at the next set of à traffic lights.
sadness,When someone I was close to became a paranoid schizophrenic and I à was unable to see this person because of the situation.
disgust,"When someone whom I considered my friend, without telling me he à was annoyed, proceeded to ignore me for several meets with no à apparent reason."
shame,When some unforgiving acquaintance dragged up an old and rather à embarassing situation from my past.
guilt,When I made a mistake at work and when questioned about it à pretended I had nothing to do with the problem.
joy,At my wedding - standing with the man I love and acknowledging à that fact to members of family and friends.
fear,As a result of breaking the indicator light as mentioned à for guilt.
anger,Arriving home from work after a long and tiring day to find no à dinner prepared as I had expected.
sadness,At the death of my husband's father's mother which occurred à during university examinations and therefore I was unable to à attend her funeral.
disgust,With a Manager who insists on making crude innuendos pertaining à to sex.
shame,Cannot remember such a situation.
guilt,Breaking the left hand indicator box by moving too close to à structure.
joy,Waking in morning (early morning) and having whole day to myself.
fear,Being driven by friend who suddenly swerved and skidded a little. à It was night and on a long trip. We ended up on side of road.
anger,Friend (male) hinted that my talking to other men at a pub was à immoral. He implied that I should remain only with my boyfriend à the entire evening.
sadness,On rising. No apparent reason.
disgust,"Prolonged ""niggling"" of friend on a single theme which I à considered of no consequence."
shame,Felt I had not appreciated my parents enough. Regretted the à problems I'd caused.
guilt,"Boyfriend doing cleaning in situation where it was my job to do à it. Later snapped at him over trivial thing. He looked downcast. à I felt guilty - ""he's just done all that work for me""."
joy,When my first niece was born.
fear,In a flat in Sydney - rough area at home on my own - the flat had à been burgled the night before and no way of locking the door.
anger,When the bus driver failed to stop and pick me up at a bus stop.
sadness,When my uncle died of leukemia at age 35.
disgust,Watching an alcoholic woman who was approaching everyone at the à wharf for cigarettes - a prostitute in Auckland (elderly).
shame,Stealing money from my parents when I was young.
guilt,Two timing - going out with 2 guys at once (secretly).
joy,"When I went to the pub with a large group of friends, we drank à and danced."
fear,Watched a horror movie which involved sexual attacks on women.
anger,My boyfriend promised to take me to see a game of tennis and rang à saying he was going to the pub with some of his friends instead.
sadness,My mother was unwell and went for many cancer tests. She spent à time in hospital being opened and closed many times.
disgust,"I was driving along and saw this young guy urinating into the à gutter, in broad daylight."
shame,I kicked the dog outside on a cold night because he was annoying à me. The next day he came down with the flu and we thought he was à going to die.
guilt,I spent all weekend with a friend instead of studying for my à exams.
joy,Birth of children.
fear,Being alone at night.
anger,In a hurry to get to lectures and the car would not start.
sadness,When grandfather died.
disgust,Obscene phone calls.
shame,"Being with a close friend, in the city, who was involved at the à present point in time in outrageous activity."
guilt,Telling white lies.
joy,Thought had discovered true love.
fear,Stopped at lights in Mangere late one Friday night on way home à from work. Alone in car when someone came up behind the car and à started banging and shaking it. Light was red and had nowhere to à go until light changed. When green I took off.
anger,When fired unjustly from a job as casual bar-person. Charged with à giving away free drinks. Not done so and had witnesses to prove à it - both patrons and bar staff. Other staff were supportive.
sadness,Close friend leave to go overseas for an indefinite period. à Farewell scene at airport.
disgust,When employer made a pass at me whilst I was at work.
shame,When caught shoplifting and the police were called in parents à also informed.
guilt,When caught shop-lifting as for shame.
joy,Receiving understanding from within self of a subject I had à previously wished to understand better.
fear,To talk in a meeting - expound my thoughts on a subject. Fear à delayed me acting to do this.
anger,Towards wife's laziness in not performing her usual duties à because of television watching.
sadness,Watching suffering in Third World country.
disgust,Observation of people lost in the profit motive - i.e. business à managers to their actions esp.
shame,On own reading book. Recall came to mind of slight sexual à exploitation of a female (years ago) i.e. had her on even for à sexual motives.
guilt,Telling a lie to wife over phone about what I had been working à at.
joy,Meeting best friend at the airport (boyfriend) who I had missed à terribly.
fear,Confronted outside a party by some very nasty character - à gesturing to a car full of mean-acting friends - felt in danger.
anger,NO RESPONSE.
sadness,My cat died painfully and slowly.
disgust,Having unwanted attention paid to me in my place of work - à harrassment (and sexual harrassment) by another worker - à disgusted by his implications.
shame,Close friend discovered I had deceived them. Felt shame at having à done it and knowing that they knew.
guilt,Two-timing - going out with person other than guy I was in à relationship with.
joy,I was very pleased and happy when my older sister came home from à living somewhere out of town and I hadn't seen her for months. We à are very close sisters.
fear,I was skiing alone and the mountain became covered with mist and à I thought I was lost and was going to panic.
anger,My parents didn't allow me to go to a social function that all my à friends were attending.
sadness,"While still at school a friend died of cancer, after being ill à for a long time, she was 17 yrs old."
disgust,At a party my best girlfriend got really drunk and went off with à a guy she knows I really like.
shame,I was severely reprimanded for a trivial offence in front of à members of my peer group while still at school.
guilt,Someone asked me to do something and I made up an excuse and said à no. I then went and didn't the same thing with someone else and à hoped the first person never found out.
joy,When my brother who has been out of New Zealand for 10 years came à to visit with his wife which none of our family had previously à met.
fear,"When I had to give a speech about some historical event, to an à audiece of about 200 people my own age whom I did not know."
anger,In arguments with a close friend or relative where my point of à view is completely disregarded.
sadness,"When my grandfather whom I had met only once for 3 weeks, died à after several months. I was really sad because he was a lovely à person and I did not have the means for his company."
disgust,I once saw a programme on TV describing how certain wild life à films were made and was disgusted by the treatment of certain à animals in this particular programme of the polar bear.
shame,The 2nd time someone I had met cared for came over to my house I à was absolutely inebriated and was sick into a bucket.
guilt,The first time I went away with my boyfriend and lied about where à we were staying.
joy,"When my former boyfriend and I reconciled and he decided that I à was very important to him. I had always wanted us to get back à together again, but had doubted the likelihood of this, so I was à very happy when my small amount of faith was vindicated."
fear,"When riding in a very fastly-driven car on a lose metal road at a à very late hour - no other cars on road, and driver was taking à corners very sharply. I felt afraid - because if an accident à happened, the area was very isolated. Also, I feared for driver, à after I was dropped off - would he make it home safely."
anger,"When at very short notice I agreed to work in place of a friend à who was sick, and owner of the restaurant refused to allow me a à drink later in the evening (which is usually always available for à workers), did not thank me, and was generally indifferent towards à me - I felt I did not deserve this."
sadness,"When I learned that my former boyfriend had become engaged - à although I was glad that he had found what he wanted, I was very à sad at my own personal loss, since I had always hoped we might à one day reconcile."
disgust,When reading a newspaper story of a man who had committed à incestuous acts on his two-year old child - the thought that à anyone could do such a thing is abhorrent to me.
shame,"When dropping a carton of boiling soup onto a co-worker's leg - à causing great pain, and for me, severe embarassment at my own à ineptitude, and shame that another person suffered as a result."
guilt,"When my sister had the opportunity to do some modelling work. And à I was quite jealous - later on the photographer decided not to à take her photograph, and she was very upset - I felt guilty as a à result, almost as if I had caused her to lose her opportunity, by à not being genuinely happy for her in the first place."
joy,"I did a solo flight from Ardmore to Kaikohe before I got my pilot à licence. I can remember it was gorgeous day and I was on a à natural high, cruising up the coast with my maps and compasses à and gear. Other pilots had seen me off and wished me good luck à and it was a real adventure."
fear,A friend (female) and I were on holiday on Great Barrier Island à by ourselves. One night we were nearly raped by about 20 locals - à they came to our bach and tried to break the doors down. All of à them were stoned or drunk and we hid under the bunks and were à totally terrified. Eventually these guys gave up and went looking à for us on the beach. We escaped and slept in the bush for 2 à nights.
anger,"I ""cooked"" the engine in my father's car - it was actually his à fault because he hadn't fixed the temperature gauge or told me. à When I finally got home I was absolutely screamed at and the à anger I experienced was over the injustice of it all plus the à huge row which developed."
sadness,"This sounds really predictable and usual but it was absolutely à heart-rending at the time. My first lover (I was 15) just rang up à one day and announced that he had found another woman. I never à saw him again and it hurt because I was positive that it was à ""TRUE LOVE"" !!"
disgust,"I once saw an old man up the road, fossicking through the rubbish à bins and the gutter. I was really disgusted at first but I've à seen him a few times since then and now I feel really sorry for à him and I often give him cigarettes when I see him, because he à mainly goes after cigarette butts and it is revolting."
shame,"When I was 15 my mother discovered various items in my room which à 15 year olds aren't usually expected to have - mainly alcohol, à marijuana and contraceptives !"
guilt,NO RESPONSE.
joy,"A holiday at a whitesand deserted beach. A cool evening near the à end of summer and we had a fire in the sand - toasted à marshmellows, cuddled and drank champagne."
fear,"Skiing down a very icy slope, very fast in white-out conditions. à Out of control with no idea of what I was doing or where I was à heading."
anger,My best friend at school told lies about me to a boy I was seeing à and went out with him herself.
sadness,I found a baby opposum on the road and took it home and cared for à it for a week. It had to be force-fed and carried in a fur pouch à under my jersey. My father had the vet put it to sleep as he said à they carried diseases.
disgust,A boyfriend with whom I split up with came over to a friend's à house where I was visiting with a male friend. In a confrontation à in another room he tried to find out if I was aroused by my à friend by feeling my parts.
shame,I told my primary teacher I hadn't done my homework as my mother à was in a car accident. My teacher rang that night to see how my à mother was - she was fine i.e. no accident !
guilt,I told my pesent boyfriend that I was an Australian as are my à parents. As the relationship developed I found it harder and à harder to confess and became sure it would end our relationship. à He eventually found out when told in front of me by my mother.
joy,"Winning a race that I had been training for, for many weeks. à (Running Race)."
fear,"When I was very young and we moved as a family to Auckland from à Wellington, this meant new school and friends (etc.)."
anger,When someone ignores what I am saying or doesn't let me have my à point of view and they monopolise a conversation.
sadness,"When I got into an argument with someone and was very abusive, à but they were a close friend and I later regretted it."
disgust,When a close relative got quite drunk. It was a relative that I à had respected for a long time and looked up to as a child.
shame,"When I had come home drunk the day after a party, I felt very à ashamed in front of my parents."
guilt,When I crashed by bike into an old lady crossing a road and à knocked her down.
joy,Listening to the opening bars of Tchaikovsdy's symphony No.2 à fourth movement at my sister's wedding.
fear,"As a passenger in a vehicle travelling from the steep side of à Arthur's Pass in the middle of a sleet-storm, icy roads, sheer à chasms to one side, sheer face to the other."
anger,"As in sadness (A), relating to this slaghter of fur-seals."
sadness,A) A documentary in which baby fur seals were being à clubbed/spiked to death by Canadian seal-hunters. Brutally à graphic. B) Description of a disfigured orphaned child in Hiroshima à calling for her mother.
disgust,"The repression of rioting and non-rioting ""Blacks"" in South à Africa by the police of that ""Democracy""."
shame,Breaking an implicit promise.
guilt,At the age of 12 (or so) I stole from a Ranger's fruit tree an à apple. (And eventually was compelled to confess - Dostoersky à would like this).
joy,Seeing my sister after about 2 years of not seeing her. Only à spent 1 hour or so before she was off overseas with her husband à for 3 months.
fear,I imagined I heard footsteps up the hall while sleeping in bed à one night by myself in the house.
anger,Stopped at a Fast Food shop with friends and a few locals wanted à to fight us for no apparent reason. They hit and picked on one of à my friends.
sadness,My father recently having a heart attack - spending a few months à in hospital.
disgust,My flatmate and close friend living and sleeping with another à close friend of mine.
shame,Sleeping with a girl on a Saturday night and then not contacting à her in later days.
guilt,Stealing money from a milk token jar from a close friend of the à family when visiting.
joy,Talking with someone I admire a lot.
fear,Held under water by a large wave and thought I was drowning.
anger,Came back from surfing to find car broken into and gear and money à stolen.
sadness,Caused a family disturbance.
disgust,Friends calling me fat - pear shaped in front of a nice girl.
shame,When I considered writing a load of crap for this emotion.
guilt,Beating my brother up.
joy,"I was ""best man"" at my brother's wedding a year ago."
fear,Mugged while on holiday in the U.S.A.
anger,"I am one of four directors of a company. We inherited land held à by our family - ours is the 5th generation. A ""democratic"" à decision was made to stap-bank an area of mangroves."
sadness,Social situation - at the pub - a close friend of 2 years told à the group around us of advances I had made.
disgust,A drunk walked out in front of a car at night. Both lower legs à were broken. His shoe was thrown about 50 yards after the à accident.
shame,"My father died 4 years ago, 18 months after my mother died. I à feld my sister was responsible for his death, in that she ""hadn't à loved him"". I felt ashamed for myself, and for my family."
guilt,My grandmother wanted me to help her. I was driving a tractor à pulling a dead branch off a tree. I told her she didn't respect à me.
joy,Hearing my girlfriend accept my offer of marriage.
fear,Canoeing across harbour in winds - 20 knots and rising seas.
anger,Brother continually interupting while I was talking on the à telephone.
sadness,Hearing of the death of a friend who had been skiing.
disgust,Flicking through a magazine showing pictures of homosexual men à committing various acts.
shame,Being caught by parents in a compromising situation with à girlfriend.
guilt,Describing to mother how a hole in the wall had appeared while I à was babysitting.
joy,When I found out I had passed all of my university exams.
fear,Almost crashing into the back of a car while driving along the à motorway on my motorcycle.
anger,When my girlfriend of two years told me it was all over.
sadness,"A person I really like left for overseas for a few months, I had à hoped to go out with her soon."
disgust,"I deliberately avoided a person who I wanted to hurt, and who à wanted to talk to me."
shame,I passed on some gossip that was untrue and cause two friends to à have a fight who were already experiencing difficulties with each à other.
guilt,Missing lectures and avoiding university work for no reason when à it had to be done.
joy,When I received my U.E. accredited as I was totally unexpecting à it and I was so happy.
fear,"I went to see a movie and I went with a friend, it was really à frightening and it made me stop and think about the world around à me and what it is really like out there. I was frightened all à that night."
anger,"When my flatmate put me down because she ""thought"" she was better à than me, or she felt she was."
sadness,When a very close friend of mine went into hospital for a major à operation and I couldn't see her for a while as I was not a à relative she had no relatives in N.Z.
disgust,One of my very good friends came to me for advice as her à boyfriend had been hitting her and beating her quite harmfully.
shame,When I let my girlfriend use my essay to help her to write hers à and the tutor found them alike.
guilt,When I had to lie to my boyfriend so that he wouldn't suspect I'd à bought him a xmas present as expensive as I had.
joy,"I received an assignment back, and got an A+ grading."
fear,"I was walking home one night (after getting a bus to my town) à when I was confronted by a group of males (about 6), they would à not let me pass - they made comments etc. - I crossed the road à and hurried home."
anger,"I lent a text-book to a person I did not know very well, they à lost the text-book and gave me no compensation."
sadness,At the beginning of the year I moved to a new city - I felt sad à as I had to leave many friends and family members behind.
disgust,I read a newspaper article about dogs being stolen in order to à use them for fighting purposes.
shame,I was amongst a group of people talking about how the Maori à people were stirrers and causing trouble in our country. I felt à shame to be a pakeha when other pakehas had such narrow à conservative views.
guilt,I took my father's car to church one Sunday (I told them that's à where I was going ) I decided instead to go for a drive to the à beach - on the way I got a puncture.
joy,Getting University Entrance accredited and arriving home from à boarding school on accrediting leave.
fear,Thinking that I had been seen smoking at school by a teacher - à waiting to be summoned to the headmaster's office.
anger,When my mother rejected my boyfriend and made unfair judgements à on him.
sadness,At my grandfather's funeral - My grandparents virtually raised me à as my mother was a solo-parent and had to work.
disgust,Watching a TV documentary on seal clubbing.
shame,I ate very fattening food in front of my boyfriend who would like à me to lose weight. I am supposedly pursuing a modelling career à but first I must lose weight. I had been trying to diet.
guilt,"I let my pet budgie loose to fly around my room one afternoon. A à few hours afterwards I found he was still free, went in and out à of my room leaving the door open. My cat got in and killed my à budgie - this happened to 3 budgies."
joy,The birth of my first child.
fear,A large german shepherd dog ran and barked at me (he didn't bite à fortunately).
anger,Most recently when the chairman at the New Zeeland Rugby Union à announced that the All Blacks' would accept the invitation of à South Africa to play rugby in that country.
sadness,When I was told a friend's baby had been born with only partial à sight. This was her first child and she was not young (the mother à that is).
disgust,When I first saw the state of a cafeteria in the grounds of the à university. Due to students own lack of concern for the à environment in which they eat and drink. Rubbish and spilled tea à and coffee left everywhere.
shame,"When I as a Pakeha (white) new Zealander, was just as racially à prejudiced as other people whom I had condemned."
guilt,When my husband discovered I was having an affair with another à man.
joy,"I was biking with my boyfriend, the sun shining after a long à period of bad beather, afterwards we spent the evening and night à together."
fear,"I was hitchhiking and was picked up by a stranger he drove into à the woods and wanted to make love with me, I refused and escaped à from the car. When walking in the wood and hearing the car I was à afraid."
anger,In a discussion the leader wanted to stop because she was of the à opinion that we were not involved and she misjudged our reactions à as negative. We however only posed several questions which she à couldn't answer.
sadness,When my grandmother died. She stayed with us until I had the age à of 10. When she died I was 13 and I remember the moment after the à funeral: I sat on the table and cried.
disgust,When I heard about the disaster in Bophal (India).
shame,"Once in a public ladies room, I opened the door of a cubicle that à was taken, although it was not locked."
guilt,"In a playground I was playing at the seesaw with a little niece. à I wanted to stop but nobody came to help me. When I got off, all à alone the seesaw fell down with a big smash. My niece got hurt à above her eye. Now there is a scar."
joy,When passing the final examinations for social worker.
fear,"Sleeping alone in a tent, while hearing several noises such as à rustling etc, I am afraid that there are people who are up to no à good."
anger,"A man kept a seat taken by putting his coat on it after a while à the chair was still empty, I asked him if I could use the chair, à he didn't agree for the chair was for his coat."
sadness,When the relationship with my girlfriend broke up.
disgust,A piece of work was marked as bad by the teachers I and some à fellow students didn't agree with their vague criticism. I felt à myself taken in by the teachers and felt disgust.
shame,Some weeks ago I experienced a day that everything went wrong I à broke several things I felt very ashamed for I am not a sloven.
guilt,"I had made an appointment with a girl to go to the movies, but à actually I had no mind when we arrived at the cinema, it was a à full house. I then went back and she went to the movie alone."
joy,A friend came to tell me that her father invited me to go on à holiday with them in Benidorm otherwise I could not afford to go à on holiday.
fear,At the age of 12 years I always had to take care of my little à brother and sister I never could sleep then. I always imagined à creepy men sneaking into our house.
anger,"The landlord had selected a new lodger on her own, while we used à to do that it was not what she had done, but how she did it that à made me angry."
sadness,"It was a complex situation concerning a relationship with a à boyfriend, I had broken the relationship for some reasons. à Meanwhile, as I felt it, I had most sorrow."
shame,I saw a terrible accident happen and I laughed a lot of the à fright and because I was nervous.
